lep1_pt,lep2_pt,lep3_pt,lep1_charge,lep2_charge,lep3_charge,lep1_d0,lep2_d0,lep3_d0,lep1_d0sig,lep2_d0sig,lep3_d0sig,lep1_e,lep2_e,lep3_e,lep1_eta,lep2_eta,lep3_eta,lep1_phi,lep2_phi,lep3_phi,lep1_ptvarcone30,lep2_ptvarcone30,lep3_ptvarcone30,lep1_topoetcone20,lep2_topoetcone20,lep3_topoetcone20,lep1_z0,lep2_z0,lep3_z0,jet_n,met,met_phi
79.97954,53.77247,24.769356,-1,1,-1,-0.015066733,0.01421088,-0.016147107,-1.057608,0.8028228,-0.7815806,199.55507,231.38927,76.804886,1.5646479,2.1387038,-1.7977301,-2.2136629,-0.69454473,1.1012123,0.0,0.0,11.662515,0.15981445,0.492179,27.636509,-0.05183029,0.07015228,-0.041986465,3,72.28056,1.2008191
95.67121,25.44996,13.987837,-1,1,-1,-0.009384996,-0.08310904,0.00022743011,-0.6526622,-1.3663027,0.0101441555,125.683304,27.963371,34.615173,0.77271795,0.44085103,1.5556737,-0.4080456,2.972728,1.4334741,0.0,5.7611313,21.659336,-0.6663285,4.25141,5.92927,-0.0293293,-0.015359879,-0.8204174,0,59.73739,1.5515414
54.37053,30.170067,8.267935,1,-1,1,0.009790807,0.007604426,-0.056255277,0.7139082,0.4141385,-2.3453126,61.854404,32.48139,8.286669,-0.5188432,0.38897616,-0.06730534,-2.238967,0.69780886,-0.55325747,0.0,0.0,2.2776916,1.1605092,2.65352,0.9753395,0.0074539185,-0.02362442,-0.07244873,0,18.315533,2.9916582
116.04388,22.061586,9.272328,-1,1,1,-0.007966451,-0.019894835,0.054510027,-0.6575904,-1.2589792,1.5466154,116.148834,27.945938,14.1841545,-0.042528376,-0.7150443,0.9885535,-3.0220432,-1.048626,0.36019096,0.0,0.0,12.838913,0.894724,0.1473787,15.297244,0.04573345,-0.038832664,0.03904915,2,33.971912,0.75385904
44.807823,32.968292,8.271906,-1,1,1,0.017301977,-0.018903868,0.02851793,0.81176573,-1.0019225,1.211027,131.47598,32.974667,10.68686,1.7391982,-0.01966095,-0.74666303,0.30333865,1.9410876,0.25850806,0.0,1.1920557,0.0,0.18071887,0.29693657,0.33464375,0.09862137,0.021429062,88.4415,3,13.211276,-2.7294838
322.57562,46.41833,14.041307,1,-1,-1,0.0013104348,-0.019105205,-0.042200238,0.103911735,-1.107627,-1.3655126,759.4558,144.11046,49.61847,-1.5009106,-1.7990237,1.9348571,-1.1371937,-0.47456294,-2.548168,0.0,0.0,14.23237,4.361695,1.312928,7.367359,0.049461365,-0.010749817,-0.5783386,3,3.605519,1.9000545
69.35008,34.96635,24.021643,-1,1,1,0.004505767,-0.02163944,-0.17886989,0.24181563,-1.5184512,-1.3668041,92.86351,42.565674,86.80551,-0.8018205,-0.64789945,-1.9581429,1.0912997,-1.087206,-1.8499001,0.0,0.0,60.40661,3.5762503,0.14721487,32.691826,0.05400467,-0.011047363,-0.27689743,0,46.645103,-2.1195414
62.30853,63.18607,9.953207,1,-1,-1,-0.0020324076,0.019209355,0.045169063,-0.13078217,0.77012455,2.4024398,68.73158,73.086914,10.076151,0.45024595,0.55274624,0.15666167,-1.9686891,2.6722536,1.1898412,0.0,0.0,0.0,-2.1653755,-0.6308049,0.50839394,0.1539917,0.08760071,0.037956238,3,46.161823,-0.33468118
60.883995,17.508858,7.417744,-1,1,1,0.006231637,0.0339561,-0.03851828,0.4070413,1.5914568,-0.97814476,146.91376,17.743153,7.545686,1.5280235,0.16341259,0.18546532,1.7326938,-1.900479,0.21289773,0.0,0.0,0.0,-0.43795577,1.4039103,0.035180237,0.06843662,0.055703163,0.21215725,0,7.295261,-2.6944036
53.938652,28.575848,16.092968,1,-1,1,0.0025129628,0.006230341,-0.1278053,0.1806837,0.4429272,-2.8354301,93.21322,28.589186,16.10053,-1.1434416,0.03055185,0.030656686,0.43775347,-0.99754643,-0.9924318,0.0,0.0,0.0,0.15403613,-1.7766479,1.1107606,-0.0287323,0.004383087,0.007129669,2,50.859962,2.4154975
127.85775,23.140669,21.756966,-1,-1,1,0.016814532,-0.6861776,-0.09192313,1.3639967,-40.81364,-1.5129285,155.70096,55.400017,46.874836,-0.6485253,-1.51935,-1.4018761,-2.6162028,0.072651945,1.8811389,0.0,7.7175207,0.0,-0.05239923,4.0280476,3.0667372,0.041683197,1.5489502,0.0104522705,1,45.578438,-0.1185732
63.93333,28.94052,7.959683,1,-1,1,-0.020165253,-0.008720763,0.007983841,-1.4161323,-0.5996359,0.23379612,89.46075,32.389908,25.406635,-0.86628133,0.48351574,1.8282746,1.6201309,2.8955796,-1.7522687,0.0,0.0,0.0,-0.63773745,-0.45061085,0.76115227,0.024032593,-0.0020103455,0.090667725,1,17.171656,2.483922
