lep1_pt,lep2_pt,lep3_pt,lep1_charge,lep2_charge,lep3_charge,lep1_d0,lep2_d0,lep3_d0,lep1_d0sig,lep2_d0sig,lep3_d0sig,lep1_e,lep2_e,lep3_e,lep1_eta,lep2_eta,lep3_eta,lep1_phi,lep2_phi,lep3_phi,lep1_ptvarcone30,lep2_ptvarcone30,lep3_ptvarcone30,lep1_topoetcone20,lep2_topoetcone20,lep3_topoetcone20,lep1_z0,lep2_z0,lep3_z0,jet_n,met,met_phi
45.865788,70.392334,33.034096,-1,-1,1,0.027316444,-0.0076387534,-0.013190566,1.688639,-0.60497457,-0.9599857,46.302853,105.88194,39.79475,-0.13794263,0.96614224,0.6293324,0.23330462,-2.4491687,-0.009541939,0.0,0.0,0.0,-0.6876731,3.2063637,0.47269738,-0.0018920898,-0.010004044,0.013633728,0,62.316174,2.092993
76.97994,30.505997,71.276955,-1,1,-1,-0.007344343,-0.0029865277,0.008352867,-0.48574635,-0.13252595,0.6575281,106.54087,125.19846,84.11101,-0.850499,-2.0899396,-0.59143865,-0.70231175,-2.4159267,-1.5402534,0.0,6.6548038,0.0,-0.11483514,1.0971333,2.401205,-0.0010490417,0.004283905,-0.016906738,2,48.873066,0.3084446
35.1894,36.234016,32.475834,1,-1,1,-0.017895868,0.0045805373,0.011414582,-0.86196756,0.3189251,0.8673491,145.19008,96.94447,35.417286,2.095426,1.6403763,-0.422454,-1.5951688,1.9225453,0.44417745,3.3019366,0.0,0.0,2.8465683,0.03707074,-0.059378907,0.118255615,-0.033081055,-0.011581421,1,10.659935,-0.58623594
65.68185,22.62948,18.353065,1,-1,1,-0.074334405,0.00830942,-0.010703137,-3.755395,0.4947113,-0.64793074,98.96459,27.095146,32.025505,0.9684161,-0.6183353,1.1552987,-2.2376266,2.5134156,-1.431309,0.0,0.0,0.0,4.480386,-0.824885,1.1237866,0.0059871674,0.036527634,0.00715065,4,81.29627,-2.9249432
36.079327,40.139057,56.896633,-1,-1,1,0.032183576,0.0014709986,-0.008928564,1.6370485,0.09090133,-0.6577747,47.978752,45.35929,218.27713,0.7913614,-0.5046298,-2.0202403,-2.033044,-1.6105685,-0.46979415,0.0,0.0,0.0,3.0195599,-0.75139165,-0.27520564,-0.0050964355,0.0037155151,0.03685379,3,174.52705,-1.1326289
93.20342,18.897066,66.403366,-1,1,1,-0.014788391,0.0063667116,0.021766312,-1.0785245,0.22937368,1.7291223,93.49572,24.563658,172.59448,0.07917684,-0.75627184,1.6090971,-0.9303395,2.5052776,-2.7891214,0.0,0.0,0.0,0.6077945,1.1831807,-0.16292293,-0.013027191,0.050310135,-0.027469635,0,51.304832,0.76469445
84.043106,50.12831,24.519758,1,-1,-1,0.032061618,-0.003939006,-0.0049621863,2.5201263,-0.27318323,-0.29065767,125.127884,72.833244,33.436913,0.95238656,0.9190818,0.8289095,-0.3492625,0.51016635,2.2978892,0.0,0.0,0.0,0.4015172,0.11709375,-0.6002531,0.034376144,0.08241987,-0.056803703,3,188.94885,0.6849499
39.288685,34.4926,18.365591,-1,-1,1,-0.010039041,-0.008700679,0.057691053,-0.6587399,-0.36779222,2.5658906,111.18058,34.992355,22.18147,-1.700575,-0.17002317,-0.6339593,2.8768137,0.31359535,1.1781878,0.0,11.611026,5.95709,-0.3446508,33.647263,0.43534985,-0.08532715,0.09503174,-0.080841064,3,93.958984,3.0803788
47.02473,13.54481,164.13739,1,-1,1,-0.022370689,0.013585435,-0.01447408,-1.672512,0.7942627,-1.2003651,90.59798,16.721834,235.3729,1.2735046,0.6721574,0.9008886,-0.63745236,1.6755904,-1.2442124,0.0,0.0,0.0,-1.652474,-0.5884601,3.264348,-0.023141861,0.045202255,-0.022083282,0,23.519808,1.7519255
33.07286,165.72899,40.55661,1,-1,1,0.0070296675,-0.015656767,0.008560373,0.3939641,-1.3283503,0.6055485,94.02189,501.74634,241.36208,-1.7054858,-1.772424,-2.469612,1.8779181,-1.1170206,-3.1213017,0.0,0.0,0.0,4.804762,1.3462666,-0.639614,-0.01607132,0.019950867,-0.23709679,2,17.391191,-2.6100817
99.92078,20.717672,28.875267,1,-1,1,-0.0009033283,-0.003569004,-0.009377428,-0.07158138,-0.1314673,-0.643882,108.33255,80.61017,128.90901,0.40750244,2.0348465,-2.1764817,0.7185934,1.4521071,2.8680882,0.0,0.0,0.0,-0.01356601,-0.16658935,-0.100846656,0.017688751,0.019439697,-0.0012435913,2,126.09542,-2.1011999
52.58228,37.95785,29.725567,1,-1,-1,-0.0023202996,0.024102641,0.02060923,-0.115806594,0.79971665,1.130883,225.34625,119.982315,29.990763,2.1345077,1.8179989,0.13347873,0.26672313,-2.3602,1.9347697,0.0,0.0,0.0,-0.70823824,1.1121136,2.1000152,0.07639694,-0.002696991,-0.06676483,2,17.840763,3.052098
129.04134,16.061405,88.42799,1,-1,-1,0.0026566512,-0.00068096217,-0.007053014,0.20025524,-0.037869338,-0.57962185,163.28125,16.092659,181.44838,0.7132628,0.062374786,1.3464357,0.86035687,-3.1328447,-0.88293,0.0,2.6333094,0.0,-0.9701651,-0.028749328,0.646375,-0.035652637,-0.039425373,-0.2266469,1,21.87484,-0.22053985
96.2379,28.730885,72.45462,1,-1,1,-0.013927715,0.011092962,-0.00022017716,-1.1112682,0.73120475,-0.014110907,109.82979,28.782768,76.0185,-0.5254095,0.06008788,-0.3123742,0.47994167,-1.400742,-2.3220348,0.0,0.0,0.0,-0.4287456,0.0705813,-0.2873597,-0.06954956,-0.0076828003,0.024520874,0,57.57105,1.7964187
93.59911,66.92009,15.01578,-1,1,-1,-0.0133367125,-0.01584213,-0.009941107,-1.0217751,-1.2810634,-0.5544034,173.6393,136.53873,15.513,-1.2289618,-1.3399324,0.2565474,2.9018977,-1.4616728,1.9555848,0.0,0.0,0.0,0.1398891,1.5043437,-0.61596394,0.08425903,-0.004623413,0.031341553,1,38.60459,0.79242694
12.154466,7.369188,9.908088,1,-1,1,-0.016400969,0.0008808354,-0.019361477,-0.59122556,0.046014078,-1.0891213,34.164116,14.479747,22.924583,-1.6933666,-1.296423,-1.4816349,0.32076135,0.08437169,0.8501878,0.0,0.0,0.0,1.6696255,0.18211414,-0.60880166,0.3633194,-0.06078911,0.016565323,0,24.801447,-2.943306
55.17054,39.98909,8.340353,-1,1,1,-0.0031399208,-0.022042941,0.034096934,-0.23388521,-1.0348164,0.8792268,90.19164,54.998596,25.099197,-1.0743304,-0.8413795,-1.7660538,2.8047798,-0.9530355,2.3802311,0.0,0.0,0.0,0.6386533,1.2197112,1.1522753,-0.016845703,-0.0017929077,0.03479004,0,40.08319,0.23078164
33.842335,10.077702,38.22634,-1,1,1,-0.00059317204,-0.008980382,0.01800636,-0.03935176,-0.46184137,1.2327943,174.43298,40.44053,169.76537,2.323429,2.0667515,2.1711159,2.5858006,1.2283717,-0.9395112,0.0,0.0,0.0,0.1952759,0.68836343,-0.39045858,0.048698425,-0.042102814,0.035640717,2,59.225323,-0.82947236
41.957592,117.14189,49.77694,-1,-1,1,-0.0015436251,0.008018925,0.0028213689,-0.07823129,0.674445,0.21515685,54.35758,258.129,62.53984,-0.7510362,-1.4272308,-0.70162076,-0.76816833,1.441836,0.4908404,0.0,0.0,0.0,-1.4571501,-1.5421901,2.399997,0.04637146,0.018302917,0.025939941,3,163.34637,-2.2253487
31.189987,33.348465,15.098795,1,1,-1,0.009300784,0.005398974,0.017927082,0.4421757,0.38942736,1.1729293,33.40221,73.53726,18.549456,0.37444475,1.4280231,0.6637918,1.629997,-0.6612997,1.8850207,3.293416,0.0,1.5874099,0.7887157,-0.68289924,2.5972195,-0.018995285,0.079813,0.026557922,0,83.3605,2.429989
